City_ID,city,lat,lng,max_temp,humidity,cloudiness,speed,country,date
482,namuac,121.1657,18.6109,75.09,92,97,19.66,PH,1672682494
483,rosamorada,-105.2058,22.1222,82.31,45,0,3.2,MX,1672682495
484,utiel,-1.2,39.5667,50.74,83,99,3.47,ES,1672682495
485,arteaga,-102.4167,18.4667,77.05,38,64,2.26,MX,1672682496
486,champerico,-91.9167,14.3,83.91,59,30,8.28,GT,1672682497
487,kulim,100.5618,5.365,80.13,92,100,3.49,MY,1672682497
488,charters towers,146.2667,-20.1,71.56,83,25,4.81,AU,1672682474
489,bandarbeyla,50.8122,9.4942,77.68,66,58,21.39,SO,1672682498
490,niteroi,-43.1036,-22.8833,83.61,66,8,7.96,BR,1672682428
491,rameshki,36.0453,57.3439,23.14,90,76,8.08,RU,1672682499
492,muros,-9.0603,42.7762,49.84,85,14,6.89,ES,1672682499
493,asfi,-9.2372,32.2994,64.0,63,100,6.33,MA,1672682500
494,tabory,64.5495,58.5198,22.21,95,100,11.41,RU,1672682501
495,borovskoy,64.15,53.8,27.77,95,100,24.25,KZ,1672682501
